,fiscal_year,mission,cost,destination
2422,1970,MSL Curiosity,,Mars
2423,1971,MSL Curiosity,,Mars
2424,1972,MSL Curiosity,,Mars
2425,1973,MSL Curiosity,,Mars
2426,1974,MSL Curiosity,,Mars
2427,1975,MSL Curiosity,,Mars
2428,1976,MSL Curiosity,,Mars
2430,1977,MSL Curiosity,,Mars
2431,1978,MSL Curiosity,,Mars
2432,1979,MSL Curiosity,,Mars
2433,1980,MSL Curiosity,,Mars
2434,1981,MSL Curiosity,,Mars
2435,1982,MSL Curiosity,,Mars
2436,1983,MSL Curiosity,,Mars
2437,1984,MSL Curiosity,,Mars
2438,1985,MSL Curiosity,,Mars
2439,1986,MSL Curiosity,,Mars
2440,1987,MSL Curiosity,,Mars
2441,1988,MSL Curiosity,,Mars
2442,1989,MSL Curiosity,,Mars
2443,1990,MSL Curiosity,,Mars
2444,1991,MSL Curiosity,,Mars
2445,1992,MSL Curiosity,,Mars
2446,1993,MSL Curiosity,,Mars
2447,1994,MSL Curiosity,,Mars
2448,1995,MSL Curiosity,,Mars
2449,1996,MSL Curiosity,,Mars
2450,1997,MSL Curiosity,,Mars
2451,1998,MSL Curiosity,,Mars
2452,1999,MSL Curiosity,,Mars
2453,2000,MSL Curiosity,,Mars
2454,2001,MSL Curiosity,,Mars
2455,2002,MSL Curiosity,5.7,Mars
2456,2003,MSL Curiosity,60.6,Mars
2457,2004,MSL Curiosity,118.1,Mars
2458,2005,MSL Curiosity,117.5,Mars
2459,2006,MSL Curiosity,251,Mars
2460,2007,MSL Curiosity,416.8,Mars
2461,2008,MSL Curiosity,545,Mars
2462,2009,MSL Curiosity,229.3,Mars
2463,2010,MSL Curiosity,258.4,Mars
2464,2011,MSL Curiosity,242.9,Mars
2465,2012,MSL Curiosity,174,Mars
2466,2013,MSL Curiosity,63.8,Mars
2467,2014,MSL Curiosity,69.6,Mars
2468,2015,MSL Curiosity,63.5,Mars
2469,2016,MSL Curiosity,50.3,Mars
2470,2017,MSL Curiosity,56.2,Mars
2471,2018,MSL Curiosity,51.4,Mars
2472,2019,MSL Curiosity,51.1,Mars
2473,2020,MSL Curiosity,50,Mars
2474,2021,MSL Curiosity,40,Mars
2475,2022,MSL Curiosity,,Mars
2476,2023,MSL Curiosity,,Mars
2477,2024,MSL Curiosity,,Mars
2478,2025,MSL Curiosity,,Mars
2479,1960,NEAR,,Asteroid
2480,1961,NEAR,,Asteroid
2481,1962,NEAR,,Asteroid
2482,1963,NEAR,,Asteroid
2483,1964,NEAR,,Asteroid
2484,1965,NEAR,,Asteroid
2485,1966,NEAR,,Asteroid
2486,1967,NEAR,,Asteroid
2487,1968,NEAR,,Asteroid
2488,1969,NEAR,,Asteroid
2489,1970,NEAR,,Asteroid
2490,1971,NEAR,,Asteroid
2491,1972,NEAR,,Asteroid
2492,1973,NEAR,,Asteroid
2493,1974,NEAR,,Asteroid
2494,1975,NEAR,,Asteroid
2495,1976,NEAR,,Asteroid
2497,1977,NEAR,,Asteroid
2498,1978,NEAR,,Asteroid
2499,1979,NEAR,,Asteroid
2500,1980,NEAR,,Asteroid
2501,1981,NEAR,,Asteroid
2502,1982,NEAR,,Asteroid
2503,1983,NEAR,,Asteroid
2504,1984,NEAR,,Asteroid
2505,1985,NEAR,,Asteroid
2506,1986,NEAR,,Asteroid
2507,1987,NEAR,,Asteroid
2508,1988,NEAR,,Asteroid
2509,1989,NEAR,,Asteroid
2510,1990,NEAR,,Asteroid
2511,1991,NEAR,,Asteroid
2512,1992,NEAR,,Asteroid
2513,1993,NEAR,,Asteroid
2514,1994,NEAR,91.2,Asteroid
2515,1995,NEAR,66,Asteroid
2516,1996,NEAR,16.4,Asteroid
2517,1997,NEAR,3.3,Asteroid
2518,1998,NEAR,11.2,Asteroid
2519,1999,NEAR,14.5,Asteroid
2520,2000,NEAR,13.2,Asteroid
2521,2001,NEAR,10,Asteroid
2522,2002,NEAR,1.5,Asteroid
2523,2003,NEAR,3,Asteroid
2524,2004,NEAR,,Asteroid
2525,2005,NEAR,,Asteroid
2526,2006,NEAR,,Asteroid
2527,2007,NEAR,,Asteroid
2528,2008,NEAR,,Asteroid
2529,2009,NEAR,,Asteroid
2530,2010,NEAR,,Asteroid
2531,2011,NEAR,,Asteroid
2532,2012,NEAR,,Asteroid
2533,2013,NEAR,,Asteroid
2534,2014,NEAR,,Asteroid
2535,2015,NEAR,,Asteroid
2536,2016,NEAR,,Asteroid
2537,2017,NEAR,,Asteroid
2538,2018,NEAR,,Asteroid
2539,2019,NEAR,,Asteroid
2540,2020,NEAR,,Asteroid
2541,2021,NEAR,,Asteroid
2542,2022,NEAR,,Asteroid
2543,2023,NEAR,,Asteroid
2544,2024,NEAR,,Asteroid
2545,2025,NEAR,,Asteroid
2546,1960,New Horizons,,Pluto
2547,1961,New Horizons,,Pluto
2548,1962,New Horizons,,Pluto
2549,1963,New Horizons,,Pluto
2550,1964,New Horizons,,Pluto
2551,1965,New Horizons,,Pluto
2552,1966,New Horizons,,Pluto
2553,1967,New Horizons,,Pluto
2554,1968,New Horizons,,Pluto
2555,1969,New Horizons,,Pluto
2556,1970,New Horizons,,Pluto
2557,1971,New Horizons,,Pluto
2558,1972,New Horizons,,Pluto
2559,1973,New Horizons,,Pluto
2560,1974,New Horizons,,Pluto
2561,1975,New Horizons,,Pluto
2562,1976,New Horizons,,Pluto
2564,1977,New Horizons,,Pluto
2565,1978,New Horizons,,Pluto
2566,1979,New Horizons,,Pluto
2567,1980,New Horizons,,Pluto
2568,1981,New Horizons,,Pluto
2569,1982,New Horizons,,Pluto
2570,1983,New Horizons,,Pluto
2571,1984,New Horizons,,Pluto
2572,1985,New Horizons,,Pluto
2573,1986,New Horizons,,Pluto
2574,1987,New Horizons,,Pluto
2575,1988,New Horizons,,Pluto
2576,1989,New Horizons,,Pluto
2577,1990,New Horizons,,Pluto
2578,1991,New Horizons,,Pluto
2579,1992,New Horizons,,Pluto
2580,1993,New Horizons,,Pluto
2581,1994,New Horizons,,Pluto
2582,1995,New Horizons,,Pluto
2583,1996,New Horizons,,Pluto
2584,1997,New Horizons,,Pluto
2585,1998,New Horizons,,Pluto
2586,1999,New Horizons,,Pluto
2587,2000,New Horizons,,Pluto
2588,2001,New Horizons,0.7,Pluto
2589,2002,New Horizons,30,Pluto
2590,2003,New Horizons,123.6,Pluto
2591,2004,New Horizons,140.1,Pluto
2592,2005,New Horizons,193.5,Pluto
2593,2006,New Horizons,77.8,Pluto
2594,2007,New Horizons,18.8,Pluto
2595,2008,New Horizons,20.2,Pluto
2596,2009,New Horizons,19,Pluto
2597,2010,New Horizons,18.425,Pluto
2598,2011,New Horizons,9.7,Pluto
2599,2012,New Horizons,26.5,Pluto
2600,2013,New Horizons,9.6,Pluto
2601,2014,New Horizons,12.9,Pluto
2602,2015,New Horizons,28.8,Pluto
2603,2016,New Horizons,21.5,Pluto
2604,2017,New Horizons,29.4,Pluto
2605,2018,New Horizons,12,Pluto
2606,2019,New Horizons,12.7,Pluto
2607,2020,New Horizons,18.3,Pluto
2608,2021,New Horizons,9.5,Pluto
2609,2022,New Horizons,,Pluto
2610,2023,New Horizons,,Pluto
2611,2024,New Horizons,,Pluto
2612,2025,New Horizons,,Pluto
2613,1960,OSIRIS-REx,,Asteroid
2614,1961,OSIRIS-REx,,Asteroid
2615,1962,OSIRIS-REx,,Asteroid
2616,1963,OSIRIS-REx,,Asteroid
2617,1964,OSIRIS-REx,,Asteroid
2618,1965,OSIRIS-REx,,Asteroid
2619,1966,OSIRIS-REx,,Asteroid
2620,1967,OSIRIS-REx,,Asteroid
2621,1968,OSIRIS-REx,,Asteroid
2622,1969,OSIRIS-REx,,Asteroid
2623,1970,OSIRIS-REx,,Asteroid
2624,1971,OSIRIS-REx,,Asteroid
2625,1972,OSIRIS-REx,,Asteroid
2626,1973,OSIRIS-REx,,Asteroid
2627,1974,OSIRIS-REx,,Asteroid
2628,1975,OSIRIS-REx,,Asteroid
2629,1976,OSIRIS-REx,,Asteroid
2631,1977,OSIRIS-REx,,Asteroid
2632,1978,OSIRIS-REx,,Asteroid
2633,1979,OSIRIS-REx,,Asteroid
2634,1980,OSIRIS-REx,,Asteroid
2635,1981,OSIRIS-REx,,Asteroid
2636,1982,OSIRIS-REx,,Asteroid
2637,1983,OSIRIS-REx,,Asteroid
2638,1984,OSIRIS-REx,,Asteroid
2639,1985,OSIRIS-REx,,Asteroid
2640,1986,OSIRIS-REx,,Asteroid
2641,1987,OSIRIS-REx,,Asteroid
2642,1988,OSIRIS-REx,,Asteroid
2643,1989,OSIRIS-REx,,Asteroid
2644,1990,OSIRIS-REx,,Asteroid
2645,1991,OSIRIS-REx,,Asteroid
2646,1992,OSIRIS-REx,,Asteroid
2647,1993,OSIRIS-REx,,Asteroid
2648,1994,OSIRIS-REx,,Asteroid
2649,1995,OSIRIS-REx,,Asteroid
2650,1996,OSIRIS-REx,,Asteroid
2651,1997,OSIRIS-REx,,Asteroid
2652,1998,OSIRIS-REx,,Asteroid
2653,1999,OSIRIS-REx,,Asteroid
2654,2000,OSIRIS-REx,,Asteroid
2655,2001,OSIRIS-REx,,Asteroid
2656,2002,OSIRIS-REx,,Asteroid
2657,2003,OSIRIS-REx,,Asteroid
2658,2004,OSIRIS-REx,,Asteroid
2659,2005,OSIRIS-REx,,Asteroid
2660,2006,OSIRIS-REx,,Asteroid
2661,2007,OSIRIS-REx,,Asteroid
2662,2008,OSIRIS-REx,,Asteroid
2663,2009,OSIRIS-REx,,Asteroid
2664,2010,OSIRIS-REx,,Asteroid
2665,2011,OSIRIS-REx,4.9,Asteroid
2666,2012,OSIRIS-REx,99.8,Asteroid
2667,2013,OSIRIS-REx,125.5,Asteroid
2668,2014,OSIRIS-REx,207.3,Asteroid
2669,2015,OSIRIS-REx,209.8,Asteroid
2670,2016,OSIRIS-REx,124.7,Asteroid
2671,2017,OSIRIS-REx,39.5,Asteroid
2672,2018,OSIRIS-REx,42.8,Asteroid
2673,2019,OSIRIS-REx,50.3,Asteroid
2674,2020,OSIRIS-REx,50.3,Asteroid
2675,2021,OSIRIS-REx,28.8,Asteroid
2676,2022,OSIRIS-REx,16.9,Asteroid
2677,2023,OSIRIS-REx,26.1,Asteroid
2678,2024,OSIRIS-REx,8.9,Asteroid
2679,2025,OSIRIS-REx,20,Asteroid
2680,1960,Phoenix,,Mars
2681,1961,Phoenix,,Mars
2682,1962,Phoenix,,Mars
2683,1963,Phoenix,,Mars
2684,1964,Phoenix,,Mars
2685,1965,Phoenix,,Mars
2686,1966,Phoenix,,Mars
2687,1967,Phoenix,,Mars
2688,1968,Phoenix,,Mars
2689,1969,Phoenix,,Mars
2690,1970,Phoenix,,Mars
2691,1971,Phoenix,,Mars
2692,1972,Phoenix,,Mars
2693,1973,Phoenix,,Mars
2694,1974,Phoenix,,Mars
2695,1975,Phoenix,,Mars
2696,1976,Phoenix,,Mars
2698,1977,Phoenix,,Mars
2699,1978,Phoenix,,Mars
2700,1979,Phoenix,,Mars
2701,1980,Phoenix,,Mars
2702,1981,Phoenix,,Mars
2703,1982,Phoenix,,Mars
2704,1983,Phoenix,,Mars
2705,1984,Phoenix,,Mars
2706,1985,Phoenix,,Mars
2707,1986,Phoenix,,Mars
2708,1987,Phoenix,,Mars
2709,1988,Phoenix,,Mars
2710,1989,Phoenix,,Mars
2711,1990,Phoenix,,Mars
2712,1991,Phoenix,,Mars
2713,1992,Phoenix,,Mars
2714,1993,Phoenix,,Mars
2715,1994,Phoenix,,Mars
2716,1995,Phoenix,,Mars
2717,1996,Phoenix,,Mars
2718,1997,Phoenix,,Mars
2719,1998,Phoenix,,Mars
2720,1999,Phoenix,,Mars
2721,2000,Phoenix,,Mars
2722,2001,Phoenix,,Mars
2723,2002,Phoenix,,Mars
2724,2003,Phoenix,12.1,Mars
2725,2004,Phoenix,25.5,Mars
2726,2005,Phoenix,108.9,Mars
2727,2006,Phoenix,141.5,Mars
2728,2007,Phoenix,119.4,Mars
2729,2008,Phoenix,11.4,Mars
2730,2009,Phoenix,1.2,Mars
2731,2010,Phoenix,,Mars
2732,2011,Phoenix,,Mars
2733,2012,Phoenix,,Mars
2734,2013,Phoenix,,Mars
2735,2014,Phoenix,,Mars
2736,2015,Phoenix,,Mars
2737,2016,Phoenix,,Mars
2738,2017,Phoenix,,Mars
2739,2018,Phoenix,,Mars
2740,2019,Phoenix,,Mars
2741,2020,Phoenix,,Mars
2742,2021,Phoenix,,Mars
2743,2022,Phoenix,,Mars
2744,2023,Phoenix,,Mars
2745,2024,Phoenix,,Mars
2746,2025,Phoenix,,Mars
2747,1960,Pioneer 10 and 11,,Jupiter
2748,1961,Pioneer 10 and 11,,Jupiter
2749,1962,Pioneer 10 and 11,,Jupiter
2750,1963,Pioneer 10 and 11,,Jupiter
2751,1964,Pioneer 10 and 11,,Jupiter
2752,1965,Pioneer 10 and 11,,Jupiter
2753,1966,Pioneer 10 and 11,,Jupiter
2754,1967,Pioneer 10 and 11,,Jupiter
2755,1968,Pioneer 10 and 11,,Jupiter
2756,1969,Pioneer 10 and 11,5.965,Jupiter
2757,1970,Pioneer 10 and 11,22.609,Jupiter
2758,1971,Pioneer 10 and 11,56.496,Jupiter
2759,1972,Pioneer 10 and 11,18.964,Jupiter
2760,1973,Pioneer 10 and 11,2.653,Jupiter
2761,1974,Pioneer 10 and 11,5.28,Jupiter
2762,1975,Pioneer 10 and 11,4.926,Jupiter
2763,1976,Pioneer 10 and 11,3.6,Jupiter
2765,1977,Pioneer 10 and 11,3.179,Jupiter
2766,1978,Pioneer 10 and 11,1.806,Jupiter
2767,1979,Pioneer 10 and 11,2.825,Jupiter
2768,1980,Pioneer 10 and 11,2.8,Jupiter
2769,1981,Pioneer 10 and 11,2,Jupiter
2770,1982,Pioneer 10 and 11,1.9,Jupiter
2771,1983,Pioneer 10 and 11,,Jupiter
2772,1984,Pioneer 10 and 11,,Jupiter
2773,1985,Pioneer 10 and 11,,Jupiter
2774,1986,Pioneer 10 and 11,,Jupiter
2775,1987,Pioneer 10 and 11,3.7,Jupiter
2776,1988,Pioneer 10 and 11,3.5,Jupiter
2777,1989,Pioneer 10 and 11,3.7,Jupiter
2778,1990,Pioneer 10 and 11,3.9,Jupiter
2779,1991,Pioneer 10 and 11,4.1,Jupiter
2780,1992,Pioneer 10 and 11,,Jupiter
2781,1993,Pioneer 10 and 11,8.8,Jupiter
2782,1994,Pioneer 10 and 11,4.5,Jupiter
2783,1995,Pioneer 10 and 11,2.5,Jupiter
2784,1996,Pioneer 10 and 11,2.5,Jupiter
2785,1997,Pioneer 10 and 11,2.5,Jupiter
2786,1998,Pioneer 10 and 11,,Jupiter
2787,1999,Pioneer 10 and 11,,Jupiter
2788,2000,Pioneer 10 and 11,,Jupiter
2789,2001,Pioneer 10 and 11,,Jupiter
2790,2002,Pioneer 10 and 11,,Jupiter
2791,2003,Pioneer 10 and 11,,Jupiter
2792,2004,Pioneer 10 and 11,,Jupiter
2793,2005,Pioneer 10 and 11,,Jupiter
2794,2006,Pioneer 10 and 11,,Jupiter
2795,2007,Pioneer 10 and 11,,Jupiter
2796,2008,Pioneer 10 and 11,,Jupiter
2797,2009,Pioneer 10 and 11,,Jupiter
2798,2010,Pioneer 10 and 11,,Jupiter
2799,2011,Pioneer 10 and 11,,Jupiter
2800,2012,Pioneer 10 and 11,,Jupiter
2801,2013,Pioneer 10 and 11,,Jupiter
2802,2014,Pioneer 10 and 11,,Jupiter
2803,2015,Pioneer 10 and 11,,Jupiter
2804,2016,Pioneer 10 and 11,,Jupiter
2805,2017,Pioneer 10 and 11,,Jupiter
2806,2018,Pioneer 10 and 11,,Jupiter
2807,2019,Pioneer 10 and 11,,Jupiter
2808,2020,Pioneer 10 and 11,,Jupiter
2809,2021,Pioneer 10 and 11,,Jupiter
2810,2022,Pioneer 10 and 11,,Jupiter
2811,2023,Pioneer 10 and 11,,Jupiter
2812,2024,Pioneer 10 and 11,,Jupiter
2813,2025,Pioneer 10 and 11,,Jupiter
2814,1960,Pioneer Venus,,Venus
2815,1961,Pioneer Venus,,Venus
2816,1962,Pioneer Venus,,Venus
2817,1963,Pioneer Venus,,Venus
2818,1964,Pioneer Venus,,Venus
2819,1965,Pioneer Venus,,Venus
2820,1966,Pioneer Venus,,Venus
2821,1967,Pioneer Venus,,Venus
2822,1968,Pioneer Venus,,Venus
2823,1969,Pioneer Venus,,Venus
2824,1970,Pioneer Venus,,Venus
2825,1971,Pioneer Venus,,Venus
2826,1972,Pioneer Venus,,Venus
2827,1973,Pioneer Venus,,Venus
2828,1974,Pioneer Venus,,Venus
2829,1975,Pioneer Venus,27.316,Venus
2830,1976,Pioneer Venus,63,Venus
2832,1977,Pioneer Venus,83.35,Venus
2833,1978,Pioneer Venus,23.205,Venus
2834,1979,Pioneer Venus,9,Venus
2835,1980,Pioneer Venus,8.251,Venus
2836,1981,Pioneer Venus,4.7,Venus
2837,1982,Pioneer Venus,5.066666667,Venus
2838,1983,Pioneer Venus,5.066666667,Venus
2839,1984,Pioneer Venus,5.066666667,Venus
2840,1985,Pioneer Venus,5.066666667,Venus
2841,1986,Pioneer Venus,5.066666667,Venus
2842,1987,Pioneer Venus,5.2,Venus
2843,1988,Pioneer Venus,4.4,Venus
2844,1989,Pioneer Venus,5.6,Venus
2845,1990,Pioneer Venus,5.9,Venus
2846,1991,Pioneer Venus,6.2,Venus
2847,1992,Pioneer Venus,6.5,Venus
2848,1993,Pioneer Venus,,Venus
2849,1994,Pioneer Venus,,Venus
2850,1995,Pioneer Venus,,Venus
2851,1996,Pioneer Venus,,Venus
2852,1997,Pioneer Venus,,Venus
2853,1998,Pioneer Venus,,Venus
2854,1999,Pioneer Venus,,Venus
2855,2000,Pioneer Venus,,Venus
2856,2001,Pioneer Venus,,Venus
2857,2002,Pioneer Venus,,Venus
2858,2003,Pioneer Venus,,Venus
2859,2004,Pioneer Venus,,Venus
2860,2005,Pioneer Venus,,Venus
2861,2006,Pioneer Venus,,Venus
2862,2007,Pioneer Venus,,Venus
2863,2008,Pioneer Venus,,Venus
2864,2009,Pioneer Venus,,Venus
2865,2010,Pioneer Venus,,Venus
2866,2011,Pioneer Venus,,Venus
2867,2012,Pioneer Venus,,Venus
2868,2013,Pioneer Venus,,Venus
2869,2014,Pioneer Venus,,Venus
2870,2015,Pioneer Venus,,Venus
2871,2016,Pioneer Venus,,Venus
2872,2017,Pioneer Venus,,Venus
2873,2018,Pioneer Venus,,Venus
2874,2019,Pioneer Venus,,Venus
2875,2020,Pioneer Venus,,Venus
2876,2021,Pioneer Venus,,Venus
2877,2022,Pioneer Venus,,Venus
2878,2023,Pioneer Venus,,Venus
2879,2024,Pioneer Venus,,Venus
2880,2025,Pioneer Venus,,Venus
2881,1960,Psyche,,Asteroid
2882,1961,Psyche,,Asteroid
2883,1962,Psyche,,Asteroid
2884,1963,Psyche,,Asteroid
2885,1964,Psyche,,Asteroid
2886,1965,Psyche,,Asteroid
2887,1966,Psyche,,Asteroid
2888,1967,Psyche,,Asteroid
2889,1968,Psyche,,Asteroid
2890,1969,Psyche,,Asteroid
2891,1970,Psyche,,Asteroid
2892,1971,Psyche,,Asteroid
2893,1972,Psyche,,Asteroid
2894,1973,Psyche,,Asteroid
2895,1974,Psyche,,Asteroid
2896,1975,Psyche,,Asteroid
2897,1976,Psyche,,Asteroid
2899,1977,Psyche,,Asteroid
2900,1978,Psyche,,Asteroid
2901,1979,Psyche,,Asteroid
2902,1980,Psyche,,Asteroid
2903,1981,Psyche,,Asteroid
2904,1982,Psyche,,Asteroid
2905,1983,Psyche,,Asteroid
2906,1984,Psyche,,Asteroid
2907,1985,Psyche,,Asteroid
2908,1986,Psyche,,Asteroid
2909,1987,Psyche,,Asteroid
2910,1988,Psyche,,Asteroid
2911,1989,Psyche,,Asteroid
2912,1990,Psyche,,Asteroid
2913,1991,Psyche,,Asteroid
2914,1992,Psyche,,Asteroid
2915,1993,Psyche,,Asteroid
2916,1994,Psyche,,Asteroid
2917,1995,Psyche,,Asteroid
2918,1996,Psyche,,Asteroid
2919,1997,Psyche,,Asteroid
2920,1998,Psyche,,Asteroid
2921,1999,Psyche,,Asteroid
2922,2000,Psyche,,Asteroid
2923,2001,Psyche,,Asteroid
2924,2002,Psyche,,Asteroid
2925,2003,Psyche,,Asteroid
2926,2004,Psyche,,Asteroid
2927,2005,Psyche,,Asteroid
2928,2006,Psyche,,Asteroid
2929,2007,Psyche,,Asteroid
2930,2008,Psyche,,Asteroid
2931,2009,Psyche,,Asteroid
2932,2010,Psyche,,Asteroid
2933,2011,Psyche,,Asteroid
2934,2012,Psyche,,Asteroid
2935,2013,Psyche,,Asteroid
2936,2014,Psyche,,Asteroid
2937,2015,Psyche,,Asteroid
2938,2016,Psyche,3,Asteroid
2939,2017,Psyche,47.3,Asteroid
2940,2018,Psyche,42,Asteroid
2941,2019,Psyche,174.2,Asteroid
2942,2020,Psyche,219.3,Asteroid
2943,2021,Psyche,187.4,Asteroid
2944,2022,Psyche,152.4,Asteroid
2945,2023,Psyche,28.7,Asteroid
2946,2024,Psyche,29,Asteroid
2947,2025,Psyche,32,Asteroid
2948,1960,Stardust,,Comet
2949,1961,Stardust,,Comet
2950,1962,Stardust,,Comet
2951,1963,Stardust,,Comet
2952,1964,Stardust,,Comet
2953,1965,Stardust,,Comet
2954,1966,Stardust,,Comet
2955,1967,Stardust,,Comet
2956,1968,Stardust,,Comet
2957,1969,Stardust,,Comet
2958,1970,Stardust,,Comet
2959,1971,Stardust,,Comet
2960,1972,Stardust,,Comet
2961,1973,Stardust,,Comet
2962,1974,Stardust,,Comet
2963,1975,Stardust,,Comet
2964,1976,Stardust,,Comet
2966,1977,Stardust,,Comet
2967,1978,Stardust,,Comet
2968,1979,Stardust,,Comet
2969,1980,Stardust,,Comet
2970,1981,Stardust,,Comet
2971,1982,Stardust,,Comet
2972,1983,Stardust,,Comet
2973,1984,Stardust,,Comet
2974,1985,Stardust,,Comet
2975,1986,Stardust,,Comet
2976,1987,Stardust,,Comet
2977,1988,Stardust,,Comet
2978,1989,Stardust,,Comet
2979,1990,Stardust,,Comet
2980,1991,Stardust,,Comet
2981,1992,Stardust,,Comet
2982,1993,Stardust,,Comet
2983,1994,Stardust,,Comet
2984,1995,Stardust,,Comet
2985,1996,Stardust,27.7,Comet
2986,1997,Stardust,63.7,Comet
2987,1998,Stardust,54.5,Comet
2988,1999,Stardust,24.8,Comet
2989,2000,Stardust,4.3,Comet
2990,2001,Stardust,4.6,Comet
2991,2002,Stardust,4.3,Comet
2992,2003,Stardust,5.6,Comet
2993,2004,Stardust,6.8,Comet
2994,2005,Stardust,5.6,Comet
2995,2006,Stardust,6.6,Comet
2996,2007,Stardust,5.8,Comet
2997,2008,Stardust,5.8,Comet
2998,2009,Stardust,5.8,Comet
2999,2010,Stardust,5.8,Comet
3000,2011,Stardust,5.8,Comet
3001,2012,Stardust,,Comet
3002,2013,Stardust,,Comet
3003,2014,Stardust,,Comet
3004,2015,Stardust,,Comet
3005,2016,Stardust,,Comet
3006,2017,Stardust,,Comet
3007,2018,Stardust,,Comet
3008,2019,Stardust,,Comet
3009,2020,Stardust,,Comet
3010,2021,Stardust,,Comet
3011,2022,Stardust,,Comet
3012,2023,Stardust,,Comet
3013,2024,Stardust,,Comet
3014,2025,Stardust,,Comet
3015,1960,Voyager,,Outer
3016,1961,Voyager,,Outer
3017,1962,Voyager,,Outer
3018,1963,Voyager,,Outer
3019,1964,Voyager,,Outer
3020,1965,Voyager,,Outer
3021,1966,Voyager,,Outer
3022,1967,Voyager,,Outer
3023,1968,Voyager,,Outer
3024,1969,Voyager,,Outer
3025,1970,Voyager,,Outer
3026,1971,Voyager,,Outer
3027,1972,Voyager,9.165,Outer
3028,1973,Voyager,6.064,Outer
3029,1974,Voyager,46.59,Outer
3030,1975,Voyager,76.961,Outer
3031,1976,Voyager,112.6,Outer
3033,1977,Voyager,85.267,Outer
3034,1978,Voyager,16.025,Outer
3035,1979,Voyager,16.742,Outer
3036,1980,Voyager,19,Outer
3037,1981,Voyager,28.966,Outer
3038,1982,Voyager,17.2,Outer
3039,1983,Voyager,17.4,Outer
3040,1984,Voyager,19.1,Outer
3041,1985,Voyager,26.036,Outer
3042,1986,Voyager,30.8,Outer
3043,1987,Voyager,28.905,Outer
3044,1988,Voyager,24.62,Outer
3045,1989,Voyager,42.4,Outer
3046,1990,Voyager,25.492,Outer
3047,1991,Voyager,17.577,Outer
3048,1992,Voyager,4.3,Outer
3049,1993,Voyager,5.01,Outer
3050,1994,Voyager,17,Outer
3051,1995,Voyager,4.3,Outer
3052,1996,Voyager,8,Outer
3053,1997,Voyager,8,Outer
3054,1998,Voyager,8,Outer
3055,1999,Voyager,,Outer
3056,2000,Voyager,,Outer
3057,2001,Voyager,,Outer
3058,2002,Voyager,1.8,Outer
3059,2003,Voyager,0.8,Outer
3060,2004,Voyager,2,Outer
3061,2005,Voyager,,Outer
3062,2006,Voyager,,Outer
3063,2007,Voyager,,Outer
3064,2008,Voyager,,Outer
3065,2009,Voyager,,Outer
3066,2010,Voyager,,Outer
3067,2011,Voyager,4.4,Outer
3068,2012,Voyager,5.3,Outer
3069,2013,Voyager,5.3,Outer
3070,2014,Voyager,5.4,Outer
3071,2015,Voyager,5.5,Outer
3072,2016,Voyager,5.7,Outer
3073,2017,Voyager,5.6,Outer
3074,2018,Voyager,5.6,Outer
3075,2019,Voyager,5.8,Outer
3076,2020,Voyager,,Outer
3077,2021,Voyager,,Outer
3078,2022,Voyager,,Outer
3079,2023,Voyager,,Outer
3080,2024,Voyager,,Outer
3081,2025,Voyager,,Outer
3082,1960,Viking,,Mars
3083,1961,Viking,,Mars
3084,1962,Viking,,Mars
3085,1963,Viking,,Mars
3086,1964,Viking,,Mars
3087,1965,Viking,,Mars
3088,1966,Viking,,Mars
3089,1967,Viking,,Mars
3090,1968,Viking,,Mars
3091,1969,Viking,12.427,Mars
3092,1970,Viking,40.2,Mars
3093,1971,Viking,41.1,Mars
3094,1972,Viking,186.3,Mars
3095,1973,Viking,265.249,Mars
3096,1974,Viking,313.437,Mars
3097,1975,Viking,95.216,Mars
3098,1976,Viking,39.5,Mars
3100,1977,Viking,37,Mars
3101,1978,Viking,20,Mars
3102,1979,Viking,5,Mars
3103,1980,Viking,2.45,Mars
3104,1981,Viking,,Mars
3105,1982,Viking,,Mars
3106,1983,Viking,,Mars
3107,1984,Viking,,Mars
3108,1985,Viking,,Mars
3109,1986,Viking,,Mars
3110,1987,Viking,,Mars
3111,1988,Viking,,Mars
3112,1989,Viking,,Mars
3113,1990,Viking,,Mars
3114,1991,Viking,,Mars
3115,1992,Viking,,Mars
3116,1993,Viking,,Mars
3117,1994,Viking,,Mars
3118,1995,Viking,,Mars
3119,1996,Viking,,Mars
3120,1997,Viking,,Mars
3121,1998,Viking,,Mars
3122,1999,Viking,,Mars
3123,2000,Viking,,Mars
3124,2001,Viking,,Mars
3125,2002,Viking,,Mars
3126,2003,Viking,,Mars
3127,2004,Viking,,Mars
3128,2005,Viking,,Mars
3129,2006,Viking,,Mars
3130,2007,Viking,,Mars
3131,2008,Viking,,Mars
3132,2009,Viking,,Mars
3133,2010,Viking,,Mars
3134,2011,Viking,,Mars
3135,2012,Viking,,Mars
3136,2013,Viking,,Mars
3137,2014,Viking,,Mars
3138,2015,Viking,,Mars
3139,2016,Viking,,Mars
3140,2017,Viking,,Mars
3141,2018,Viking,,Mars
3142,2019,Viking,,Mars
3143,2020,Viking,,Mars
3144,2021,Viking,,Mars
3145,2022,Viking,,Mars
3146,2023,Viking,,Mars
3147,2024,Viking,,Mars
3148,2025,Viking,,Mars
